"";"provincia";"sesso";"classe_eta";"popolazione_2018";"popolazione_2019"
"4044";"Lucca";"femmine";"85-89 anni";6469;6478
"4045";"Lucca";"femmine";"90-94 anni";3334;3310
"4046";"Lucca";"femmine";"95-99 anni";925;1002
"4047";"Lucca";"femmine";"fino a 4 anni";6335;6177
"4048";"Lucca";"femmine";"totale";198133;197652
"4049";"Lucca";"maschi";"10-14 anni";8726;8806
"4050";"Lucca";"maschi";"100 anni e più";15;10
"4051";"Lucca";"maschi";"15-19 anni";8595;8591
"4052";"Lucca";"maschi";"20-24 anni";8990;8981
"4053";"Lucca";"maschi";"25-29 anni";9222;9220
"4054";"Lucca";"maschi";"30-34 anni";9527;9367
"4055";"Lucca";"maschi";"35-39 anni";10848;10535
"4056";"Lucca";"maschi";"40-44 anni";13726;13071
"4057";"Lucca";"maschi";"45-49 anni";15480;15358
"4058";"Lucca";"maschi";"5-9 anni";8074;7850
"4059";"Lucca";"maschi";"50-54 anni";16104;16015
"4060";"Lucca";"maschi";"55-59 anni";14507;15053
"4061";"Lucca";"maschi";"60-64 anni";12160;12379
"4062";"Lucca";"maschi";"65-69 anni";11327;11333
"4063";"Lucca";"maschi";"70-74 anni";11004;11217
"4064";"Lucca";"maschi";"75-79 anni";8817;8749
"4065";"Lucca";"maschi";"80-84 anni";6697;6905
"4066";"Lucca";"maschi";"85-89 anni";3436;3552
"4067";"Lucca";"maschi";"90-94 anni";1181;1222
"4068";"Lucca";"maschi";"95-99 anni";242;247
"4069";"Lucca";"maschi";"fino a 4 anni";6666;6430
"4070";"Lucca";"maschi";"totale";185344;184891
"4071";"Lucca";"totale";"10-14 anni";17030;17021
"4072";"Lucca";"totale";"100 anni e più";103;108
"4073";"Lucca";"totale";"15-19 anni";16527;16626
"4074";"Lucca";"totale";"20-24 anni";17044;17003
"4075";"Lucca";"totale";"25-29 anni";17895;17885
"4076";"Lucca";"totale";"30-34 anni";18906;18576
"4077";"Lucca";"totale";"35-39 anni";21821;21177
"4078";"Lucca";"totale";"40-44 anni";27771;26513
"4079";"Lucca";"totale";"45-49 anni";31551;31239
"4080";"Lucca";"totale";"5-9 anni";15743;15449
"4081";"Lucca";"totale";"50-54 anni";32925;32709
"4082";"Lucca";"totale";"55-59 anni";29602;30741
"4083";"Lucca";"totale";"60-64 anni";25238;25772
"4084";"Lucca";"totale";"65-69 anni";23619;23663
"4085";"Lucca";"totale";"70-74 anni";23445;23797
"4086";"Lucca";"totale";"75-79 anni";19810;19530
"4087";"Lucca";"totale";"80-84 anni";15859;16316
"4088";"Lucca";"totale";"85-89 anni";9905;10030
"4089";"Lucca";"totale";"90-94 anni";4515;4532
"4090";"Lucca";"totale";"95-99 anni";1167;1249
"4091";"Lucca";"totale";"fino a 4 anni";13001;12607
"4092";"Lucca";"totale";"totale";383477;382543
"4093";"Macerata";"femmine";"10-14 anni";6819;6918
"4094";"Macerata";"femmine";"100 anni e più";80;75
"4095";"Macerata";"femmine";"15-19 anni";6780;6713
"4096";"Macerata";"femmine";"20-24 anni";7022;6961
"4097";"Macerata";"femmine";"25-29 anni";7869;7743
"4098";"Macerata";"femmine";"30-34 anni";8452;8222
"4099";"Macerata";"femmine";"35-39 anni";9491;9129
"4100";"Macerata";"femmine";"40-44 anni";11154;10793
"4101";"Macerata";"femmine";"45-49 anni";11872;11732
"4102";"Macerata";"femmine";"5-9 anni";6603;6449
"4103";"Macerata";"femmine";"50-54 anni";12287;12239
"4104";"Macerata";"femmine";"55-59 anni";11638;11823
"4105";"Macerata";"femmine";"60-64 anni";10553;10765
"4106";"Macerata";"femmine";"65-69 anni";9833;9960
"4107";"Macerata";"femmine";"70-74 anni";8891;9083
"4108";"Macerata";"femmine";"75-79 anni";8336;7899
"4109";"Macerata";"femmine";"80-84 anni";7983;8194
"4110";"Macerata";"femmine";"85-89 anni";5459;5558
"4111";"Macerata";"femmine";"90-94 anni";2993;3027
"4112";"Macerata";"femmine";"95-99 anni";817;845
"4113";"Macerata";"femmine";"fino a 4 anni";5902;5625
"4114";"Macerata";"femmine";"totale";160834;159753
"4115";"Macerata";"maschi";"10-14 anni";7164;7152
"4116";"Macerata";"maschi";"100 anni e più";16;19
"4117";"Macerata";"maschi";"15-19 anni";7327;7304
"4118";"Macerata";"maschi";"20-24 anni";7620;7623
"4119";"Macerata";"maschi";"25-29 anni";8348;8174
"4120";"Macerata";"maschi";"30-34 anni";8586;8471
"4121";"Macerata";"maschi";"35-39 anni";9391;9064
"4122";"Macerata";"maschi";"40-44 anni";11227;10717
"4123";"Macerata";"maschi";"45-49 anni";11823;11684
"4124";"Macerata";"maschi";"5-9 anni";7101;6855
"4125";"Macerata";"maschi";"50-54 anni";12092;11980
"4126";"Macerata";"maschi";"55-59 anni";11211;11541
"4127";"Macerata";"maschi";"60-64 anni";9889;10007
"4128";"Macerata";"maschi";"65-69 anni";9320;9373
"4129";"Macerata";"maschi";"70-74 anni";7801;8095
"4130";"Macerata";"maschi";"75-79 anni";6733;6407
"4131";"Macerata";"maschi";"80-84 anni";5789;5915
"4132";"Macerata";"maschi";"85-89 anni";3232;3373
"4133";"Macerata";"maschi";"90-94 anni";1255;1275
"4134";"Macerata";"maschi";"95-99 anni";239;254
"4135";"Macerata";"maschi";"fino a 4 anni";6024;5779
"4136";"Macerata";"maschi";"totale";152188;151062
"4137";"Macerata";"totale";"10-14 anni";13983;14070
"4138";"Macerata";"totale";"100 anni e più";96;94
"4139";"Macerata";"totale";"15-19 anni";14107;14017
"4140";"Macerata";"totale";"20-24 anni";14642;14584
"4141";"Macerata";"totale";"25-29 anni";16217;15917
"4142";"Macerata";"totale";"30-34 anni";17038;16693
"4143";"Macerata";"totale";"35-39 anni";18882;18193
"4144";"Macerata";"totale";"40-44 anni";22381;21510
"4145";"Macerata";"totale";"45-49 anni";23695;23416
"4146";"Macerata";"totale";"5-9 anni";13704;13304
"4147";"Macerata";"totale";"50-54 anni";24379;24219
"4148";"Macerata";"totale";"55-59 anni";22849;23364
"4149";"Macerata";"totale";"60-64 anni";20442;20772
"4150";"Macerata";"totale";"65-69 anni";19153;19333
"4151";"Macerata";"totale";"70-74 anni";16692;17178
"4152";"Macerata";"totale";"75-79 anni";15069;14306
"4153";"Macerata";"totale";"80-84 anni";13772;14109
"4154";"Macerata";"totale";"85-89 anni";8691;8931
"4155";"Macerata";"totale";"90-94 anni";4248;4302
"4156";"Macerata";"totale";"95-99 anni";1056;1099
"4157";"Macerata";"totale";"fino a 4 anni";11926;11404
"4158";"Macerata";"totale";"totale";313022;310815
"4159";"Mantova";"femmine";"10-14 anni";9283;9311
"4160";"Mantova";"femmine";"100 anni e più";104;108
"4161";"Mantova";"femmine";"15-19 anni";8612;8742
"4162";"Mantova";"femmine";"20-24 anni";8713;8824
"4163";"Mantova";"femmine";"25-29 anni";9463;9471
"4164";"Mantova";"femmine";"30-34 anni";10676;10431
"4165";"Mantova";"femmine";"35-39 anni";12398;12037
"4166";"Mantova";"femmine";"40-44 anni";15255;14634
"4167";"Mantova";"femmine";"45-49 anni";16450;16456
"4168";"Mantova";"femmine";"5-9 anni";9091;8869
"4169";"Mantova";"femmine";"50-54 anni";16306;16288
"4170";"Mantova";"femmine";"55-59 anni";14873;15254
"4171";"Mantova";"femmine";"60-64 anni";13227;13446
"4172";"Mantova";"femmine";"65-69 anni";12350;12350
"4173";"Mantova";"femmine";"70-74 anni";11886;12226
"4174";"Mantova";"femmine";"75-79 anni";10549;10284
"4175";"Mantova";"femmine";"80-84 anni";9266;9377
"4176";"Mantova";"femmine";"85-89 anni";6485;6630
"4177";"Mantova";"femmine";"90-94 anni";3560;3503
"4178";"Mantova";"femmine";"95-99 anni";1076;1104
"4179";"Mantova";"femmine";"fino a 4 anni";7703;7472
"4180";"Mantova";"femmine";"totale";207326;206817
"4181";"Mantova";"maschi";"10-14 anni";9880;10025
"4182";"Mantova";"maschi";"100 anni e più";17;16
"4183";"Mantova";"maschi";"15-19 anni";9660;9552
"4184";"Mantova";"maschi";"20-24 anni";9724;9841
"4185";"Mantova";"maschi";"25-29 anni";10018;10068
"4186";"Mantova";"maschi";"30-34 anni";11082;10837
"4187";"Mantova";"maschi";"35-39 anni";12826;12413
"4188";"Mantova";"maschi";"40-44 anni";16237;15480
"4189";"Mantova";"maschi";"45-49 anni";17268;17220
"4190";"Mantova";"maschi";"5-9 anni";9797;9601
"4191";"Mantova";"maschi";"50-54 anni";17066;17105
"4192";"Mantova";"maschi";"55-59 anni";14737;15322
"4193";"Mantova";"maschi";"60-64 anni";12480;12703
"4194";"Mantova";"maschi";"65-69 anni";11293;11240
"4195";"Mantova";"maschi";"70-74 anni";10571;10965
"4196";"Mantova";"maschi";"75-79 anni";8341;8138
"4197";"Mantova";"maschi";"80-84 anni";6480;6646
"4198";"Mantova";"maschi";"85-89 anni";3390;3578
"4199";"Mantova";"maschi";"90-94 anni";1158;1196
"4200";"Mantova";"maschi";"95-99 anni";260;243
"4201";"Mantova";"maschi";"fino a 4 anni";8240;7913
"4202";"Mantova";"maschi";"totale";200525;200102
"4203";"Mantova";"totale";"10-14 anni";19163;19336
"4204";"Mantova";"totale";"100 anni e più";121;124
"4205";"Mantova";"totale";"15-19 anni";18272;18294
"4206";"Mantova";"totale";"20-24 anni";18437;18665
"4207";"Mantova";"totale";"25-29 anni";19481;19539
"4208";"Mantova";"totale";"30-34 anni";21758;21268
"4209";"Mantova";"totale";"35-39 anni";25224;24450
"4210";"Mantova";"totale";"40-44 anni";31492;30114
"4211";"Mantova";"totale";"45-49 anni";33718;33676
"4212";"Mantova";"totale";"5-9 anni";18888;18470
"4213";"Mantova";"totale";"50-54 anni";33372;33393
"4214";"Mantova";"totale";"55-59 anni";29610;30576
"4215";"Mantova";"totale";"60-64 anni";25707;26149
"4216";"Mantova";"totale";"65-69 anni";23643;23590
"4217";"Mantova";"totale";"70-74 anni";22457;23191
"4218";"Mantova";"totale";"75-79 anni";18890;18422
"4219";"Mantova";"totale";"80-84 anni";15746;16023
"4220";"Mantova";"totale";"85-89 anni";9875;10208
"4221";"Mantova";"totale";"90-94 anni";4718;4699
"4222";"Mantova";"totale";"95-99 anni";1336;1347
"4223";"Mantova";"totale";"fino a 4 anni";15943;15385
"4224";"Mantova";"totale";"totale";407851;406919
"4225";"Marche";"femmine";"10-14 anni";33438;33606
"4226";"Marche";"femmine";"100 anni e più";365;378
"4227";"Marche";"femmine";"15-19 anni";33116;33068
"4228";"Marche";"femmine";"20-24 anni";33967;34018
"4229";"Marche";"femmine";"25-29 anni";37033;36217
"4230";"Marche";"femmine";"30-34 anni";39788;39051
"4231";"Marche";"femmine";"35-39 anni";45425;43807
"4232";"Marche";"femmine";"40-44 anni";55359;53428
"4233";"Marche";"femmine";"45-49 anni";60141;59313
"4234";"Marche";"femmine";"5-9 anni";32244;31319
"4235";"Marche";"femmine";"50-54 anni";61569;61442
"4236";"Marche";"femmine";"55-59 anni";57038;58493
"4237";"Marche";"femmine";"60-64 anni";51718;52880
"4238";"Marche";"femmine";"65-69 anni";47611;47718
"4239";"Marche";"femmine";"70-74 anni";43839;45247
"4240";"Marche";"femmine";"75-79 anni";40326;38614
"4241";"Marche";"femmine";"80-84 anni";37180;38009
"4242";"Marche";"femmine";"85-89 anni";25930;26391
"4243";"Marche";"femmine";"90-94 anni";13980;13879
"4244";"Marche";"femmine";"95-99 anni";3842;4051
"4245";"Marche";"femmine";"fino a 4 anni";27324;26052
"4246";"Marche";"femmine";"totale";781233;776981
"4247";"Marche";"maschi";"10-14 anni";35610;35696
"4248";"Marche";"maschi";"100 anni e più";62;69
"4249";"Marche";"maschi";"15-19 anni";35942;35798
"4250";"Marche";"maschi";"20-24 anni";37763;37906
"4251";"Marche";"maschi";"25-29 anni";39109;38598
"4252";"Marche";"maschi";"30-34 anni";40228;39635
"4253";"Marche";"maschi";"35-39 anni";45381;43894
"4254";"Marche";"maschi";"40-44 anni";55309;52940
"4255";"Marche";"maschi";"45-49 anni";58982;58769
"4256";"Marche";"maschi";"5-9 anni";34281;33252
"4257";"Marche";"maschi";"50-54 anni";60199;59565
"4258";"Marche";"maschi";"55-59 anni";54819;56694
"4259";"Marche";"maschi";"60-64 anni";47690;48566
"4260";"Marche";"maschi";"65-69 anni";43892;44002
"4261";"Marche";"maschi";"70-74 anni";39083;40458
"4262";"Marche";"maschi";"75-79 anni";32906;31622
"4263";"Marche";"maschi";"80-84 anni";26866;27751
"4264";"Marche";"maschi";"85-89 anni";15161;15674
"4265";"Marche";"maschi";"90-94 anni";5821;5992
"4266";"Marche";"maschi";"95-99 anni";1156;1171
"4267";"Marche";"maschi";"fino a 4 anni";28828;27639
"4268";"Marche";"maschi";"totale";739088;735691
"4269";"Marche";"totale";"10-14 anni";69048;69302
"4270";"Marche";"totale";"100 anni e più";427;447
"4271";"Marche";"totale";"15-19 anni";69058;68866
"4272";"Marche";"totale";"20-24 anni";71730;71924
"4273";"Marche";"totale";"25-29 anni";76142;74815
"4274";"Marche";"totale";"30-34 anni";80016;78686
"4275";"Marche";"totale";"35-39 anni";90806;87701
"4276";"Marche";"totale";"40-44 anni";110668;106368
"4277";"Marche";"totale";"45-49 anni";119123;118082
"4278";"Marche";"totale";"5-9 anni";66525;64571
"4279";"Marche";"totale";"50-54 anni";121768;121007
"4280";"Marche";"totale";"55-59 anni";111857;115187
"4281";"Marche";"totale";"60-64 anni";99408;101446
"4282";"Marche";"totale";"65-69 anni";91503;91720
"4283";"Marche";"totale";"70-74 anni";82922;85705
"4284";"Marche";"totale";"75-79 anni";73232;70236
"4285";"Marche";"totale";"80-84 anni";64046;65760
"4286";"Marche";"totale";"85-89 anni";41091;42065
"4287";"Marche";"totale";"90-94 anni";19801;19871
"4288";"Marche";"totale";"95-99 anni";4998;5222
"4289";"Marche";"totale";"fino a 4 anni";56152;53691
"4290";"Marche";"totale";"totale";1520321;1512672
"4291";"Massa-Carrara";"femmine";"10-14 anni";3827;3786
"4292";"Massa-Carrara";"femmine";"100 anni e più";63;58
"4293";"Massa-Carrara";"femmine";"15-19 anni";3743;3753
"4294";"Massa-Carrara";"femmine";"20-24 anni";3930;3907
"4295";"Massa-Carrara";"femmine";"25-29 anni";4330;4286
"4296";"Massa-Carrara";"femmine";"30-34 anni";4664;4521
"4297";"Massa-Carrara";"femmine";"35-39 anni";5360;5214
"4298";"Massa-Carrara";"femmine";"40-44 anni";6817;6484
"4299";"Massa-Carrara";"femmine";"45-49 anni";7706;7570
"4300";"Massa-Carrara";"femmine";"5-9 anni";3666;3596
"4301";"Massa-Carrara";"femmine";"50-54 anni";8029;7947
"4302";"Massa-Carrara";"femmine";"55-59 anni";7743;7991
"4303";"Massa-Carrara";"femmine";"60-64 anni";7274;7393
"4304";"Massa-Carrara";"femmine";"65-69 anni";6315;6328
"4305";"Massa-Carrara";"femmine";"70-74 anni";6417;6454
"4306";"Massa-Carrara";"femmine";"75-79 anni";5788;5733
"4307";"Massa-Carrara";"femmine";"80-84 anni";5014;5084
"4308";"Massa-Carrara";"femmine";"85-89 anni";3611;3612
"4309";"Massa-Carrara";"femmine";"90-94 anni";1896;1928
"4310";"Massa-Carrara";"femmine";"95-99 anni";517;542
"4311";"Massa-Carrara";"femmine";"fino a 4 anni";2904;2746
"4312";"Massa-Carrara";"femmine";"totale";99614;98933
"4313";"Massa-Carrara";"maschi";"10-14 anni";4161;4131
"4314";"Massa-Carrara";"maschi";"100 anni e più";12;11
"4315";"Massa-Carrara";"maschi";"15-19 anni";4111;4075
"4316";"Massa-Carrara";"maschi";"20-24 anni";4339;4332
"4317";"Massa-Carrara";"maschi";"25-29 anni";4611;4482
"4318";"Massa-Carrara";"maschi";"30-34 anni";4924;4772
"4319";"Massa-Carrara";"maschi";"35-39 anni";5521;5453
"4320";"Massa-Carrara";"maschi";"40-44 anni";6830;6570
"4321";"Massa-Carrara";"maschi";"45-49 anni";7640;7452
"4322";"Massa-Carrara";"maschi";"5-9 anni";3725;3687
"4323";"Massa-Carrara";"maschi";"50-54 anni";7919;7807
"4324";"Massa-Carrara";"maschi";"55-59 anni";7455;7707
"4325";"Massa-Carrara";"maschi";"60-64 anni";6681;6785
"4326";"Massa-Carrara";"maschi";"65-69 anni";5950;5977
"4327";"Massa-Carrara";"maschi";"70-74 anni";5517;5695
"4328";"Massa-Carrara";"maschi";"75-79 anni";4708;4589
"4329";"Massa-Carrara";"maschi";"80-84 anni";3399;3571
"4330";"Massa-Carrara";"maschi";"85-89 anni";1902;1908
"4331";"Massa-Carrara";"maschi";"90-94 anni";631;702
"4332";"Massa-Carrara";"maschi";"95-99 anni";110;107
"4333";"Massa-Carrara";"maschi";"fino a 4 anni";3075;2939
"4334";"Massa-Carrara";"maschi";"totale";93221;92752
"4335";"Massa-Carrara";"totale";"10-14 anni";7988;7917
"4336";"Massa-Carrara";"totale";"100 anni e più";75;69
"4337";"Massa-Carrara";"totale";"15-19 anni";7854;7828
"4338";"Massa-Carrara";"totale";"20-24 anni";8269;8239
"4339";"Massa-Carrara";"totale";"25-29 anni";8941;8768
"4340";"Massa-Carrara";"totale";"30-34 anni";9588;9293
"4341";"Massa-Carrara";"totale";"35-39 anni";10881;10667
"4342";"Massa-Carrara";"totale";"40-44 anni";13647;13054
"4343";"Massa-Carrara";"totale";"45-49 anni";15346;15022
"4344";"Massa-Carrara";"totale";"5-9 anni";7391;7283
"4345";"Massa-Carrara";"totale";"50-54 anni";15948;15754
"4346";"Massa-Carrara";"totale";"55-59 anni";15198;15698
"4347";"Massa-Carrara";"totale";"60-64 anni";13955;14178
"4348";"Massa-Carrara";"totale";"65-69 anni";12265;12305
"4349";"Massa-Carrara";"totale";"70-74 anni";11934;12149
"4350";"Massa-Carrara";"totale";"75-79 anni";10496;10322
"4351";"Massa-Carrara";"totale";"80-84 anni";8413;8655
"4352";"Massa-Carrara";"totale";"85-89 anni";5513;5520
"4353";"Massa-Carrara";"totale";"90-94 anni";2527;2630
"4354";"Massa-Carrara";"totale";"95-99 anni";627;649
"4355";"Massa-Carrara";"totale";"fino a 4 anni";5979;5685
"4356";"Massa-Carrara";"totale";"totale";192835;191685
"4357";"Matera";"femmine";"10-14 anni";4349;4197
"4358";"Matera";"femmine";"100 anni e più";28;32
"4359";"Matera";"femmine";"15-19 anni";4765;4789
"4360";"Matera";"femmine";"20-24 anni";5079;4962
"4361";"Matera";"femmine";"25-29 anni";5624;5477
"4362";"Matera";"femmine";"30-34 anni";5569;5459
"4363";"Matera";"femmine";"35-39 anni";5926;5823
"4364";"Matera";"femmine";"40-44 anni";6965;6713
"4365";"Matera";"femmine";"45-49 anni";7281;7293
"4366";"Matera";"femmine";"5-9 anni";3955;3910
"4367";"Matera";"femmine";"50-54 anni";7770;7614
"4368";"Matera";"femmine";"55-59 anni";7406;7535
"4369";"Matera";"femmine";"60-64 anni";6853;6939
"4370";"Matera";"femmine";"65-69 anni";6172;6182
"4371";"Matera";"femmine";"70-74 anni";5287;5614
"4372";"Matera";"femmine";"75-79 anni";4465;4276
"4373";"Matera";"femmine";"80-84 anni";4247;4288
"4374";"Matera";"femmine";"85-89 anni";2785;2825
"4375";"Matera";"femmine";"90-94 anni";1200;1275
"4376";"Matera";"femmine";"95-99 anni";342;327
"4377";"Matera";"femmine";"fino a 4 anni";3549;3415
"4378";"Matera";"femmine";"totale";99617;98945
"4379";"Matera";"maschi";"10-14 anni";4672;4596
"4380";"Matera";"maschi";"100 anni e più";6;7
"4381";"Matera";"maschi";"15-19 anni";5331;5217
"4382";"Matera";"maschi";"20-24 anni";5530;5507
"4383";"Matera";"maschi";"25-29 anni";6157;5897
"4384";"Matera";"maschi";"30-34 anni";5997;5892
"4385";"Matera";"maschi";"35-39 anni";6211;6101
"4386";"Matera";"maschi";"40-44 anni";7166;6894
"4387";"Matera";"maschi";"45-49 anni";7272;7333
"4388";"Matera";"maschi";"5-9 anni";4109;4013
"4389";"Matera";"maschi";"50-54 anni";7421;7270
"4390";"Matera";"maschi";"55-59 anni";6938;7065
"4391";"Matera";"maschi";"60-64 anni";6361;6441
"4392";"Matera";"maschi";"65-69 anni";5659;5678
"4393";"Matera";"maschi";"70-74 anni";4894;5159
"4394";"Matera";"maschi";"75-79 anni";3639;3548
"4395";"Matera";"maschi";"80-84 anni";2977;3002
"4396";"Matera";"maschi";"85-89 anni";1775;1880
"4397";"Matera";"maschi";"90-94 anni";686;678
"4398";"Matera";"maschi";"95-99 anni";122;146
"4399";"Matera";"maschi";"fino a 4 anni";3595;3584
"4400";"Matera";"maschi";"totale";96518;95908
"4401";"Matera";"totale";"10-14 anni";9021;8793
"4402";"Matera";"totale";"100 anni e più";34;39
"4403";"Matera";"totale";"15-19 anni";10096;10006
"4404";"Matera";"totale";"20-24 anni";10609;10469
"4405";"Matera";"totale";"25-29 anni";11781;11374
"4406";"Matera";"totale";"30-34 anni";11566;11351
"4407";"Matera";"totale";"35-39 anni";12137;11924
"4408";"Matera";"totale";"40-44 anni";14131;13607
"4409";"Matera";"totale";"45-49 anni";14553;14626
"4410";"Matera";"totale";"5-9 anni";8064;7923
"4411";"Matera";"totale";"50-54 anni";15191;14884
"4412";"Matera";"totale";"55-59 anni";14344;14600
"4413";"Matera";"totale";"60-64 anni";13214;13380
"4414";"Matera";"totale";"65-69 anni";11831;11860
"4415";"Matera";"totale";"70-74 anni";10181;10773
"4416";"Matera";"totale";"75-79 anni";8104;7824
"4417";"Matera";"totale";"80-84 anni";7224;7290
"4418";"Matera";"totale";"85-89 anni";4560;4705
"4419";"Matera";"totale";"90-94 anni";1886;1953
"4420";"Matera";"totale";"95-99 anni";464;473
"4421";"Matera";"totale";"fino a 4 anni";7144;6999
"4422";"Matera";"totale";"totale";196135;194853
"4423";"Messina";"femmine";"10-14 anni";13529;13348
"4424";"Messina";"femmine";"100 anni e più";123;133
"4425";"Messina";"femmine";"15-19 anni";14311;14072
"4426";"Messina";"femmine";"20-24 anni";15128;14865
"4427";"Messina";"femmine";"25-29 anni";17857;16973
"4428";"Messina";"femmine";"30-34 anni";18044;17890
"4429";"Messina";"femmine";"35-39 anni";18828;18405
"4430";"Messina";"femmine";"40-44 anni";21801;20838
"4431";"Messina";"femmine";"45-49 anni";24230;24032
"4432";"Messina";"femmine";"5-9 anni";12670;12460
"4433";"Messina";"femmine";"50-54 anni";25390;25179
"4434";"Messina";"femmine";"55-59 anni";24335;24830
"4435";"Messina";"femmine";"60-64 anni";22226;22505
"4436";"Messina";"femmine";"65-69 anni";19809;19992
"4437";"Messina";"femmine";"70-74 anni";17816;18631
"4438";"Messina";"femmine";"75-79 anni";14932;14647
"4439";"Messina";"femmine";"80-84 anni";12865;12719
"4440";"Messina";"femmine";"85-89 anni";9491;9520
"4441";"Messina";"femmine";"90-94 anni";4346;4372
"4442";"Messina";"femmine";"95-99 anni";1169;1301
"4443";"Messina";"femmine";"fino a 4 anni";11260;10824
"4444";"Messina";"femmine";"totale";320160;317536
"4445";"Messina";"maschi";"10-14 anni";14309;14098
"4446";"Messina";"maschi";"100 anni e più";30;34
"4447";"Messina";"maschi";"15-19 anni";15329;15128
